MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20140114,MO,54.34,45.66,19.88,0.00,0.00,0.00,2014-01-14,2014-01-20,1
20140107,MO,59.25,40.75,19.88,0.00,0.00,0.00,2014-01-07,2014-01-13,1
20131231,MO,59.25,40.75,19.88,0.00,0.00,0.00,2013-12-31,2014-01-06,1
20131224,MO,59.25,40.75,19.88,0.00,0.00,0.00,2013-12-24,2013-12-30,1
20131217,MO,51.45,48.55,21.36,0.00,0.00,0.00,2013-12-17,2013-12-23,1
20131210,MO,51.45,48.55,21.36,0.00,0.00,0.00,2013-12-10,2013-12-16,1
20131203,MO,52.94,47.06,21.36,0.00,0.00,0.00,2013-12-03,2013-12-09,1
20131126,MO,52.94,47.06,21.36,0.00,0.00,0.00,2013-11-26,2013-12-02,1
20131119,MO,55.21,44.79,23.78,0.00,0.00,0.00,2013-11-19,2013-11-25,1
20131112,MO,55.21,44.79,23.78,0.00,0.00,0.00,2013-11-12,2013-11-18,1
20131105,MO,55.19,44.81,26.05,0.00,0.00,0.00,2013-11-05,2013-11-11,1
20131029,MO,48.50,51.50,33.25,14.66,0.00,0.00,2013-10-29,2013-11-04,1
20131022,MO,48.50,51.50,33.25,14.66,0.00,0.00,2013-10-22,2013-10-28,1
20131015,MO,48.74,51.26,33.25,14.66,0.00,0.00,2013-10-15,2013-10-21,1
20131008,MO,50.53,49.47,33.34,14.66,0.00,0.00,2013-10-08,2013-10-14,1
20131001,MO,49.49,50.51,33.34,14.66,0.00,0.00,2013-10-01,2013-10-07,1
20130924,MO,48.96,51.04,32.65,14.66,0.00,0.00,2013-09-24,2013-09-30,1
20130917,MO,41.97,58.03,33.48,16.65,0.00,0.00,2013-09-17,2013-09-23,1
20130910,MO,44.79,55.21,30.52,16.63,0.00,0.00,2013-09-10,2013-09-16,1
20130903,MO,57.74,42.26,29.43,11.32,0.00,0.00,2013-09-03,2013-09-09,1
20130827,MO,56.51,43.49,31.30,8.47,0.00,0.00,2013-08-27,2013-09-02,1
20130820,MO,59.19,40.81,14.53,0.00,0.00,0.00,2013-08-20,2013-08-26,1
20130813,MO,59.19,40.81,14.53,0.00,0.00,0.00,2013-08-13,2013-08-19,1
20130806,MO,59.97,40.03,15.42,0.00,0.00,0.00,2013-08-06,2013-08-12,1
20130730,MO,53.83,46.17,12.55,0.00,0.00,0.00,2013-07-30,2013-08-05,1
20130723,MO,41.48,58.52,12.55,0.00,0.00,0.00,2013-07-23,2013-07-29,1
20130716,MO,72.61,27.39,0.00,0.00,0.00,0.00,2013-07-16,2013-07-22,1
20130709,MO,92.74,7.26,0.00,0.00,0.00,0.00,2013-07-09,2013-07-15,1
20130702,MO,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-02,2013-07-08,1
20130625,MO,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-25,2013-07-01,1
20130618,MO,99.42,0.58,0.00,0.00,0.00,0.00,2013-06-18,2013-06-24,1
20130611,MO,99.42,0.58,0.00,0.00,0.00,0.00,2013-06-11,2013-06-17,1
20130604,MO,96.81,3.19,0.00,0.00,0.00,0.00,2013-06-04,2013-06-10,1
20130528,MO,96.81,3.19,0.00,0.00,0.00,0.00,2013-05-28,2013-06-03,1
20130521,MO,94.31,5.69,2.70,0.00,0.00,0.00,2013-05-21,2013-05-27,1
20130514,MO,94.31,5.69,2.91,0.00,0.00,0.00,2013-05-14,2013-05-20,1
20130507,MO,94.31,5.69,2.91,0.00,0.00,0.00,2013-05-07,2013-05-13,1
20130430,MO,91.35,8.65,5.48,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,MO,82.96,17.04,5.48,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,MO,74.60,25.40,11.04,4.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,MO,68.83,31.17,16.11,4.81,0.00,0.00,2013-04-09,2013-04-15,1
20130402,MO,65.59,34.41,19.66,5.05,0.00,0.00,2013-04-02,2013-04-08,1
20130326,MO,65.59,34.41,19.66,6.72,0.00,0.00,2013-03-26,2013-04-01,1
20130319,MO,34.67,65.33,19.61,6.85,0.00,0.00,2013-03-19,2013-03-25,1
20130312,MO,34.67,65.33,19.58,6.85,0.00,0.00,2013-03-12,2013-03-18,1
20130305,MO,23.77,76.23,64.65,15.42,0.00,0.00,2013-03-05,2013-03-11,1
20130226,MO,20.48,79.52,70.06,19.44,0.00,0.00,2013-02-26,2013-03-04,1
20130219,MO,15.95,84.05,77.23,25.21,0.00,0.00,2013-02-19,2013-02-25,1
20130212,MO,16.58,83.42,76.80,26.15,0.00,0.00,2013-02-12,2013-02-18,1
20130205,MO,16.56,83.44,76.80,27.15,0.00,0.00,2013-02-05,2013-02-11,1
20130129,MO,0.00,100.00,84.49,38.33,0.00,0.00,2013-01-29,2013-02-04,1
20130122,MO,0.00,100.00,84.49,38.33,0.00,0.00,2013-01-22,2013-01-28,1
20130115,MO,0.00,100.00,88.73,38.29,0.00,0.00,2013-01-15,2013-01-21,1
20130108,MO,0.00,100.00,94.71,40.42,0.00,0.00,2013-01-08,2013-01-14,1
20130101,MO,0.00,100.00,94.68,40.42,0.00,0.00,2013-01-01,2013-01-07,1
20121225,MO,0.00,100.00,94.68,40.42,0.00,0.00,2012-12-25,2012-12-31,1
20121218,MO,0.00,100.00,94.68,29.09,0.00,0.00,2012-12-18,2012-12-24,1
20121211,MO,0.00,100.00,94.68,29.09,0.00,0.00,2012-12-11,2012-12-17,1
20121204,MO,0.00,100.00,97.37,29.54,0.00,0.00,2012-12-04,2012-12-10,1
20121127,MO,0.00,100.00,95.97,27.93,0.00,0.00,2012-11-27,2012-12-03,1
20121120,MO,0.00,100.00,95.97,24.49,0.00,0.00,2012-11-20,2012-11-26,1
20121113,MO,0.00,100.00,95.97,24.49,0.00,0.00,2012-11-13,2012-11-19,1
20121106,MO,0.00,100.00,98.35,50.51,9.17,0.00,2012-11-06,2012-11-12,1
20121030,MO,0.00,100.00,98.35,49.64,10.19,0.00,2012-10-30,2012-11-05,1
20121023,MO,0.00,100.00,99.02,49.67,11.37,0.00,2012-10-23,2012-10-29,1
20121016,MO,0.00,100.00,99.32,51.67,11.76,0.00,2012-10-16,2012-10-22,1
20121009,MO,0.00,100.00,99.28,72.83,15.09,0.00,2012-10-09,2012-10-15,1
20121002,MO,0.00,100.00,100.00,72.87,15.09,0.00,2012-10-02,2012-10-08,1
20120925,MO,0.00,100.00,100.00,84.50,16.90,0.00,2012-09-25,2012-10-01,1
20120918,MO,0.00,100.00,100.00,84.55,16.90,0.00,2012-09-18,2012-09-24,1
20120911,MO,0.00,100.00,100.00,89.68,25.20,0.78,2012-09-11,2012-09-17,1
20120904,MO,0.00,100.00,100.00,97.85,31.88,3.01,2012-09-04,2012-09-10,1
20120828,MO,0.00,100.00,100.00,100.00,97.44,35.29,2012-08-28,2012-09-03,1
20120821,MO,0.00,100.00,100.00,100.00,99.29,35.72,2012-08-21,2012-08-27,1
20120814,MO,0.00,100.00,100.00,100.00,94.68,35.51,2012-08-14,2012-08-20,1
20120807,MO,0.00,100.00,100.00,100.00,94.56,13.89,2012-08-07,2012-08-13,1
20120731,MO,0.00,100.00,100.00,100.00,92.79,8.40,2012-07-31,2012-08-06,1
20120724,MO,0.00,100.00,100.00,100.00,68.86,8.09,2012-07-24,2012-07-30,1
20120717,MO,0.00,100.00,100.00,93.49,22.83,0.04,2012-07-17,2012-07-23,1
20120710,MO,0.00,100.00,95.94,82.54,9.52,0.00,2012-07-10,2012-07-16,1
20120703,MO,0.96,99.04,94.23,78.73,9.51,0.00,2012-07-03,2012-07-09,1
20120626,MO,1.30,98.70,86.93,33.01,9.19,0.00,2012-06-26,2012-07-02,1
20120619,MO,1.30,98.70,86.71,31.82,8.06,0.00,2012-06-19,2012-06-25,1
20120612,MO,5.11,94.89,37.29,8.35,0.00,0.00,2012-06-12,2012-06-18,1
20120605,MO,5.06,94.94,26.04,4.44,0.00,0.00,2012-06-05,2012-06-11,1
20120529,MO,44.73,55.27,19.40,2.52,0.00,0.00,2012-05-29,2012-06-04,1
20120522,MO,57.52,42.48,7.32,2.52,0.00,0.00,2012-05-22,2012-05-28,1
20120515,MO,83.56,16.44,4.12,0.26,0.00,0.00,2012-05-15,2012-05-21,1
20120508,MO,88.05,11.95,2.31,0.00,0.00,0.00,2012-05-08,2012-05-14,1
20120501,MO,83.81,16.19,0.00,0.00,0.00,0.00,2012-05-01,2012-05-07,1
20120424,MO,94.33,5.67,0.00,0.00,0.00,0.00,2012-04-24,2012-04-30,1
20120417,MO,94.63,5.37,0.00,0.00,0.00,0.00,2012-04-17,2012-04-23,1
20120410,MO,94.53,5.47,0.00,0.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,MO,94.87,5.13,0.00,0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,MO,94.87,5.13,0.00,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,MO,98.00,2.00,0.00,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,MO,95.13,4.87,0.00,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,MO,95.13,4.87,0.00,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,MO,95.13,4.87,0.00,0.00,0.00,0.00,2012-02-28,2012-03-05,1
20120221,MO,95.13,4.87,0.00,0.00,0.00,0.00,2012-02-21,2012-02-27,1
20120214,MO,95.13,4.87,0.00,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,MO,95.13,4.87,0.00,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,MO,95.12,4.88,0.00,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,MO,94.94,5.06,0.00,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,MO,95.47,4.53,0.00,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,MO,95.47,4.53,0.00,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,MO,95.48,4.52,0.00,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,MO,95.48,4.52,0.00,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,MO,94.22,5.78,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,MO,72.39,27.61,1.27,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,MO,72.37,27.63,1.27,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,MO,49.11,50.89,12.30,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,MO,32.81,67.19,47.64,2.47,0.00,0.00,2011-11-22,2011-11-28,1
20111115,MO,30.97,69.03,47.83,2.47,0.00,0.00,2011-11-15,2011-11-21,1
20111108,MO,30.02,69.98,53.05,4.35,0.00,0.00,2011-11-08,2011-11-14,1
20111101,MO,30.02,69.98,53.05,14.57,0.32,0.00,2011-11-01,2011-11-07,1
20111025,MO,38.33,61.67,38.32,13.97,0.00,0.00,2011-10-25,2011-10-31,1
20111018,MO,39.94,60.06,23.26,10.33,0.00,0.00,2011-10-18,2011-10-24,1
20111011,MO,41.71,58.29,22.86,8.90,0.00,0.00,2011-10-11,2011-10-17,1
20111004,MO,40.73,59.27,20.90,8.65,0.00,0.00,2011-10-04,2011-10-10,1
20110927,MO,55.19,44.81,22.45,8.65,0.00,0.00,2011-09-27,2011-10-03,1
20110920,MO,41.12,58.88,22.54,7.27,0.00,0.00,2011-09-20,2011-09-26,1
20110913,MO,41.12,58.88,26.36,8.56,0.00,0.00,2011-09-13,2011-09-19,1
20110906,MO,41.30,58.70,24.65,8.56,0.00,0.00,2011-09-06,2011-09-12,1
20110830,MO,41.35,58.65,24.68,5.97,0.00,0.00,2011-08-30,2011-09-05,1
20110823,MO,44.91,55.09,16.87,4.28,0.00,0.00,2011-08-23,2011-08-29,1
20110816,MO,25.75,74.25,22.39,3.64,0.00,0.00,2011-08-16,2011-08-22,1
20110809,MO,28.55,71.45,22.09,3.75,0.00,0.00,2011-08-09,2011-08-15,1
20110802,MO,24.00,76.00,24.24,3.75,0.00,0.00,2011-08-02,2011-08-08,1
20110726,MO,50.75,49.25,6.16,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,MO,86.63,13.37,0.69,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,MO,86.63,13.37,0.69,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,MO,86.27,13.73,0.10,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,MO,86.68,13.32,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,MO,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,MO,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,MO,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,MO,91.74,8.26,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,MO,91.74,8.26,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,MO,91.24,8.76,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,MO,89.58,10.42,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,MO,86.64,13.36,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,MO,86.67,13.33,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,MO,59.94,40.06,5.73,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,MO,58.47,41.53,6.82,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,MO,49.43,50.57,13.67,4.66,0.00,0.00,2011-02-22,2011-02-28,1
20110215,MO,49.43,50.57,13.67,4.66,0.00,0.00,2011-02-15,2011-02-21,1
20110208,MO,49.43,50.57,13.67,4.66,0.00,0.00,2011-02-08,2011-02-14,1
20110201,MO,49.43,50.57,13.67,4.63,2.08,0.00,2011-02-01,2011-02-07,1
20110125,MO,49.43,50.57,13.67,4.63,2.08,0.00,2011-01-25,2011-01-31,1
20110118,MO,49.43,50.57,13.67,4.63,2.08,0.00,2011-01-18,2011-01-24,1
20110111,MO,64.57,35.43,11.20,4.63,2.08,0.00,2011-01-11,2011-01-17,1
20110104,MO,64.57,35.43,10.16,4.87,2.08,0.00,2011-01-04,2011-01-10,1
20101228,MO,64.68,35.32,10.18,4.87,2.08,0.00,2010-12-28,2011-01-03,1
20101221,MO,79.13,20.87,8.99,3.53,2.08,0.00,2010-12-21,2010-12-27,1
20101214,MO,83.68,16.32,8.97,3.53,2.08,0.00,2010-12-14,2010-12-20,1
20101207,MO,85.64,14.36,9.37,4.64,2.45,0.00,2010-12-07,2010-12-13,1
20101130,MO,85.64,14.36,9.37,4.64,2.45,0.00,2010-11-30,2010-12-06,1
20101123,MO,76.08,23.92,13.24,8.54,5.16,0.00,2010-11-23,2010-11-29,1
20101116,MO,76.08,23.92,13.24,8.54,5.16,0.00,2010-11-16,2010-11-22,1
20101109,MO,78.87,21.13,13.01,8.54,5.16,0.00,2010-11-09,2010-11-15,1
20101102,MO,86.78,13.22,8.64,6.21,3.04,0.00,2010-11-02,2010-11-08,1
20101026,MO,88.12,11.88,6.33,3.71,2.10,0.00,2010-10-26,2010-11-01,1
20101019,MO,87.81,12.19,6.33,3.71,2.10,0.00,2010-10-19,2010-10-25,1
20101012,MO,87.81,12.19,6.33,3.42,0.00,0.00,2010-10-12,2010-10-18,1
20101005,MO,88.26,11.74,5.39,3.42,0.00,0.00,2010-10-05,2010-10-11,1
20100928,MO,88.21,11.79,5.39,3.42,0.00,0.00,2010-09-28,2010-10-04,1
20100921,MO,85.16,14.84,5.39,3.22,0.00,0.00,2010-09-21,2010-09-27,1
20100914,MO,80.81,19.19,11.08,3.22,0.00,0.00,2010-09-14,2010-09-20,1
20100907,MO,76.48,23.52,16.06,4.14,0.00,0.00,2010-09-07,2010-09-13,1
20100831,MO,76.30,23.70,16.09,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,MO,76.30,23.70,8.82,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,MO,79.66,20.34,8.65,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,MO,79.70,20.30,8.52,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,MO,79.70,20.30,8.52,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,MO,78.72,21.28,9.67,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,MO,75.44,24.56,7.72,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,MO,75.57,24.43,7.56,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,MO,75.57,24.43,7.56,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,MO,82.35,17.65,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,MO,89.23,10.77,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,MO,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,MO,99.90,0.10,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091013,MO,99.90,0.10,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091006,MO,99.90,0.10,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20090929,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090922,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090915,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090908,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090901,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090825,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090818,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090811,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090804,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090728,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090324,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090317,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090224,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090217,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090210,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090203,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090127,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090120,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090113,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090106,MO,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20081230,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081223,MO,95.25,4.75,0.00,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081216,MO,95.25,4.75,0.00,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081209,MO,95.31,4.69,0.00,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081202,MO,89.75,10.25,0.00,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081125,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081118,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081111,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-11,2008-11-17,1
20081104,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-04,2008-11-10,1
20081028,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-10-28,2008-11-03,1
20081021,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-10-21,2008-10-27,1
20081014,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-10-14,2008-10-20,1
20081007,MO,99.94,0.06,0.00,0.00,0.00,0.00,2008-10-07,2008-10-13,1
20080930,MO,99.94,0.06,0.00,0.00,0.00,0.00,2008-09-30,2008-10-06,1
20080923,MO,99.94,0.06,0.00,0.00,0.00,0.00,2008-09-23,2008-09-29,1
20080916,MO,99.94,0.06,0.00,0.00,0.00,0.00,2008-09-16,2008-09-22,1
20080909,MO,98.98,1.02,0.00,0.00,0.00,0.00,2008-09-09,2008-09-15,1
20080902,MO,94.16,5.84,0.00,0.00,0.00,0.00,2008-09-02,2008-09-08,1
20080826,MO,94.16,5.84,0.00,0.00,0.00,0.00,2008-08-26,2008-09-01,1
20080819,MO,94.32,5.68,0.00,0.00,0.00,0.00,2008-08-19,2008-08-25,1
20080812,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-08-12,2008-08-18,1
20080805,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-08-05,2008-08-11,1
20080729,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-29,2008-08-04,1
20080722,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-22,2008-07-28,1
20080715,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-15,2008-07-21,1
20080708,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-08,2008-07-14,1
20080701,MO,99.79,0.21,0.00,0.00,0.00,0.00,2008-07-01,2008-07-07,1
20080624,MO,99.94,0.06,0.00,0.00,0.00,0.00,2008-06-24,2008-06-30,1
20080617,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-17,2008-06-23,1
20080610,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-10,2008-06-16,1
20080603,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-03,2008-06-09,1
20080527,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-27,2008-06-02,1
20080520,MO,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-20,2008-05-26,1
